FacilityType,LoanID,BorrowerID,CounterPartyID,FacilityID,DealID,DealName,BorrowerName,BranchCode,LoanType,PricingOption,LoanPurpose,ContractID,EffectiveDate,RepriceDate,ExpiryDate,MaturityDate,duration,CurrencyCode,LenderID,AccuredToDate,LegalName,FacilityLegalName,BaseRate,SpreadT,LoanAmount,PortfolioShare,LoanCurrency,ProfitCenterCode
UNCOMMITTED,0YD8T29T54,BID29T2,MAIULON396,CDUNCOMMITTED64,US0CE3929T54,MAIULON396-EUR,Borrower-34,B297,LOAN,LIBOR_SWINGLINE,Loans,US0CE3929T54,5/9/2018,,,5/9/2019,1,EUR,Lender-15,,Borrower-34 Inc,Borrower-34 Inc,,0.015,106228.94,531144.71,EUR,US0CE39
REVOLVING,0YD8T29T55,BID29T22,MAIULON423,CDREVOLVING71,US0CE3929T55,MAIULON423-EUR,Borrower-239,B192,LOAN,BASE_RATE,Loans,US0CE3929T55,1/18/2018,,,1/18/2019,1,EUR,Lender-17,,Borrower-239 Inc,Borrower-239 Inc,0.03,0.015,103075.78,515378.91,EUR,US0CE39
UNCOMMITTED,0YD8T29T56,BID29T24,MAIULON501,CDUNCOMMITTED77,US0CE3929T56,MAIULON501-EUR,Borrower-122,B147,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T56,5/16/2018,,,5/16/2019,1,EUR,Lender-15,,Borrower-122 Inc,Borrower-122 Inc,0.042,0.021,104774.09,523870.45,EUR,US0CE39
COMMITTED,0YD8T29T57,BID29T18,MAIULON139,CDCOMMITTED56,US0CE3929T57,MAIULON139-USD,Borrower-363,B171,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T57,3/29/2018,,,3/29/2019,1,USD,Lender-16,,Borrower-363 Inc,Borrower-363 Inc,0.066,0.016,105898.6,529493.02,USD,US0CE39
LIBOR,0YD8T29T58,BID29T4,MAIULON418,CDLIBOR62,US0CE3929T58,MAIULON418-EUR,Borrower-140,B266,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T58,5/14/2018,,,5/14/2019,1,EUR,Lender-27,,Borrower-140 Inc,Borrower-140 Inc,0.032,0.015,117525.11,587625.56,EUR,US0CE39
LIBOR,0YD8T29T59,BID29T6,MAIULON253,CDLIBOR81,US0CE3929T59,MAIULON253-EUR,Borrower-398,B112,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T59,1/4/2018,,,1/4/2019,1,EUR,Lender-41,,Borrower-398 Inc,Borrower-398 Inc,0.076,0.015,113041.81,565209.04,EUR,US0CE39
TERM,0YD8T29T60,BID29T6,MAIULON443,CDTERM9,US0CE3929T60,MAIULON443-USD,Borrower-131,B246,LOAN,BASE_RATE,Loans,US0CE3929T60,5/8/2018,,,5/8/2019,1,USD,Lender-33,,Borrower-131 Inc,Borrower-131 Inc,0.082,0.019,109608.9,548044.51,USD,US0CE39
TERM,0YD8T29T61,BID29T3,MAIULON456,CDTERM18,US0CE3929T61,MAIULON456-USD,Borrower-173,B232,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_100_DEFAULT,US0CE3929T61,6/29/2018,,,6/29/2019,1,USD,Lender-39,,Borrower-173 Inc,Borrower-173 Inc,0.084,0.021,105206.11,526030.55,USD,US0CE39
LIBOR,0YD8T29T62,BID29T0,MAIULON538,CDLIBOR96,US0CE3929T62,MAIULON538-EUR,Borrower-123,B210,LOAN,EURIBOR,Loans,US0CE3929T62,6/12/2018,,,6/12/2019,1,EUR,Lender-9,,Borrower-123 Inc,Borrower-123 Inc,0.07,0.015,109742.75,548713.75,EUR,US0CE39
REVOLVING,0YD8T29T63,BID29T19,MAIULON345,CDREVOLVING98,US0CE3929T63,MAIULON345-USD,Borrower-218,B298,SBLC,US_SBLC,SBLC_FINANCIAL_100_DEFAULT,US0CE3929T63,1/21/2018,,,1/21/2019,1,USD,Lender-5,,Borrower-218 Inc,Borrower-218 Inc,0.03,0.015,115365.3,576826.5,USD,US0CE39
COMMITTED,0YD8T29T64,BID29T18,MAIULON470,CDCOMMITTED74,US0CE3929T64,MAIULON470-EUR,Borrower-35,B118,LOAN,ZERO_RATE,Loans,US0CE3929T64,6/16/2018,,,6/16/2019,1,EUR,Lender-17,,Borrower-35 Inc,Borrower-35 Inc,,0.015,105882.49,529412.45,EUR,US0CE39
REVOLVING,0YD8T29T65,BID29T6,MAIULON333,CDREVOLVING39,US0CE3929T65,MAIULON333-GB,Borrower-320,B125,LOAN,UNPAID_LIBOR,Loans,US0CE3929T65,4/12/2018,,,4/12/2019,1,GB,Lender-43,,Borrower-320 Inc,Borrower-320 Inc,,0.015,108138.14,540690.68,GB,US0CE39
LIBOR,0YD8T29T66,BID29T25,MAIULON306,CDLIBOR68,US0CE3929T66,MAIULON306-EUR,Borrower-141,B198,SBLC,US_SBLC,SBLC_PERF_20,US0CE3929T66,1/9/2018,,,1/9/2019,1,EUR,Lender-22,,Borrower-141 Inc,Borrower-141 Inc,,0.02,119197.04,595985.18,EUR,US0CE39
COMMITTED,0YD8T29T67,BID29T20,MAIULON443,CDCOMMITTED58,US0CE3929T67,MAIULON443-EUR,Borrower-398,B165,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T67,1/29/2018,,,1/29/2019,1,EUR,Lender-46,,Borrower-398 Inc,Borrower-398 Inc,,0.015,102369.47,511847.36,EUR,US0CE39
TERM,0YD8T29T68,BID29T18,MAIULON497,CDTERM77,US0CE3929T68,MAIULON497-GB,Borrower-117,B138,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T68,1/23/2018,,,1/23/2019,1,GB,Lender-8,,Borrower-117 Inc,Borrower-117 Inc,0.064,0.015,112384.98,561924.92,GB,US0CE39
REVOLVING,0YD8T29T69,BID29T6,MAIULON466,CDREVOLVING29,US0CE3929T69,MAIULON466-GB,Borrower-170,B267,LOAN,LIBOR,Loans,US0CE3929T69,3/31/2018,,,3/31/2019,1,GB,Lender-22,,Borrower-170 Inc,Borrower-170 Inc,0.059,0.015,105436.22,527181.11,GB,US0CE39
TERM,0YD8T29T70,BID29T0,MAIULON411,CDTERM29,US0CE3929T70,MAIULON411-EUR,Borrower-70,B136,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_100_DEFAULT,US0CE3929T70,6/10/2018,,,6/10/2019,1,EUR,Lender-27,,Borrower-70 Inc,Borrower-70 Inc,0.033,0.021,113348.88,566744.38,EUR,US0CE39
TERM,0YD8T29T71,BID29T14,MAIULON541,CDTERM3,US0CE3929T71,MAIULON541-USD,Borrower-367,B120,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T71,4/16/2018,,,4/16/2019,1,USD,Lender-44,,Borrower-367 Inc,Borrower-367 Inc,0.039,0.015,112793.82,563969.08,USD,US0CE39
LIBOR,0YD8T29T72,BID29T28,MAIULON360,CDLIBOR48,US0CE3929T72,MAIULON360-GB,Borrower-117,B149,LOAN,EURIBOR,Loans,US0CE3929T72,3/31/2018,,,3/31/2019,1,GB,Lender-22,,Borrower-117 Inc,Borrower-117 Inc,0.097,0.02,100242.74,501213.68,GB,US0CE39
COMMITTED,0YD8T29T73,BID29T21,MAIULON553,CDCOMMITTED79,US0CE3929T73,MAIULON553-GB,Borrower-215,B134,LOAN,COST_OF_FUND,Loans,US0CE3929T73,3/15/2018,,,3/15/2019,1,GB,Lender-15,,Borrower-215 Inc,Borrower-215 Inc,0.038,0.018,111278.75,556393.75,GB,US0CE39
TERM,0YD8T29T74,BID29T22,MAIULON109,CDTERM91,US0CE3929T74,MAIULON109-USD,Borrower-314,B249,LOAN,LIBOR_SWINGLINE,Loans,US0CE3929T74,4/18/2018,,,4/18/2019,1,USD,Lender-8,,Borrower-314 Inc,Borrower-314 Inc,0.079,0.023,118908.55,594542.74,USD,US0CE39
REVOLVING,0YD8T29T75,BID29T29,MAIULON4,CDREVOLVING58,US0CE3929T75,MAIULON4-EUR,Borrower-47,B117,LOAN,US_SBLC,Loans,US0CE3929T75,3/1/2018,,,3/1/2019,1,EUR,Lender-38,,Borrower-47 Inc,Borrower-47 Inc,0.052,0.016,109682.88,548414.39,EUR,US0CE39
LIBOR,0YD8T29T76,BID29T22,MAIULON20,CDLIBOR71,US0CE3929T76,MAIULON20-EUR,Borrower-64,B289,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T76,3/9/2018,,,3/9/2019,1,EUR,Lender-8,,Borrower-64 Inc,Borrower-64 Inc,0.039,0.015,108717.26,543586.31,EUR,US0CE39
TERM,0YD8T29T77,BID29T3,MAIULON555,CDTERM36,US0CE3929T77,MAIULON555-EUR,Borrower-259,B105,LOAN,ZERO_RATE,Loans,US0CE3929T77,3/18/2018,,,3/18/2019,1,EUR,Lender-10,,Borrower-259 Inc,Borrower-259 Inc,,0.015,105115.04,525575.21,EUR,US0CE39
COMMITTED,0YD8T29T78,BID29T24,MAIULON66,CDCOMMITTED41,US0CE3929T78,MAIULON66-EUR,Borrower-60,B138,SBLC,US_SBLC,SBLC_PERF_20,US0CE3929T78,2/5/2018,,,2/5/2019,1,EUR,Lender-40,,Borrower-60 Inc,Borrower-60 Inc,,0.015,117829.96,589149.81,EUR,US0CE39
TERM,0YD8T29T79,BID29T12,MAIULON186,CDTERM29,US0CE3929T79,MAIULON186-GB,Borrower-423,B138,SBLC,US_SBLC,SBLC_FINANCIAL_100_DEFAULT,US0CE3929T79,1/5/2018,,,1/5/2019,1,GB,Lender-26,,Borrower-423 Inc,Borrower-423 Inc,,0.015,118665.69,593328.46,GB,US0CE39
COMMITTED,0YD8T29T80,BID29T8,MAIULON488,CDCOMMITTED47,US0CE3929T80,MAIULON488-USD,Borrower-427,B229,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T80,6/26/2018,,,6/26/2019,1,USD,Lender-24,,Borrower-427 Inc,Borrower-427 Inc,,0.015,113894.83,569474.17,USD,US0CE39
UNCOMMITTED,0YD8T29T81,BID29T17,MAIULON274,CDUNCOMMITTED5,US0CE3929T81,MAIULON274-EUR,Borrower-479,B106,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T81,1/13/2018,,,1/13/2019,1,EUR,Lender-11,,Borrower-479 Inc,Borrower-479 Inc,,0.015,118890.1,594450.5,EUR,US0CE39
UNCOMMITTED,0YD8T29T82,BID29T3,MAIULON166,CDUNCOMMITTED29,US0CE3929T82,MAIULON166-USD,Borrower-445,B274,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T82,2/17/2018,,,2/17/2019,1,USD,Lender-10,,Borrower-445 Inc,Borrower-445 Inc,0.05,0.015,101195.54,505977.71,USD,US0CE39
COMMITTED,0YD8T29T83,BID29T27,MAIULON422,CDCOMMITTED64,US0CE3929T83,MAIULON422-GB,Borrower-418,B185,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T83,1/31/2018,,,1/31/2019,1,GB,Lender-4,,Borrower-418 Inc,Borrower-418 Inc,0.042,0.02,116625.81,583129.07,GB,US0CE39
UNCOMMITTED,0YD8T29T84,BID29T0,MAIULON265,CDUNCOMMITTED24,US0CE3929T84,MAIULON265-EUR,Borrower-294,B212,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T84,5/7/2018,,,5/7/2019,1,EUR,Lender-24,,Borrower-294 Inc,Borrower-294 Inc,0.053,0.015,100266.66,501333.3,EUR,US0CE39
UNCOMMITTED,0YD8T29T85,BID29T27,MAIULON57,CDUNCOMMITTED12,US0CE3929T85,MAIULON57-EUR,Borrower-75,B169,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T85,2/28/2018,,,2/28/2019,1,EUR,Lender-6,,Borrower-75 Inc,Borrower-75 Inc,0.074,0.015,119659.95,598299.76,EUR,US0CE39
REVOLVING,0YD8T29T86,BID29T9,MAIULON394,CDREVOLVING21,US0CE3929T86,MAIULON394-EUR,Borrower-215,B204,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T86,3/17/2018,,,3/17/2019,1,EUR,Lender-15,,Borrower-215 Inc,Borrower-215 Inc,0.062,0.018,110991.74,554958.72,EUR,US0CE39
LIBOR,0YD8T29T87,BID29T27,MAIULON17,CDLIBOR37,US0CE3929T87,MAIULON17-EUR,Borrower-459,B269,LOAN,LIBOR_SWINGLINE,Loans,US0CE3929T87,5/16/2018,,,5/16/2019,1,EUR,Lender-43,,Borrower-459 Inc,Borrower-459 Inc,0.039,0.015,100761.99,503809.96,EUR,US0CE39
COMMITTED,0YD8T29T88,BID29T8,MAIULON59,CDCOMMITTED12,US0CE3929T88,MAIULON59-EUR,Borrower-135,B247,SBLC,SBLC_PERF,SBLC_PERF_20,US0CE3929T88,3/18/2018,,,3/18/2019,1,EUR,Lender-25,,Borrower-135 Inc,Borrower-135 Inc,0.059,0.015,105199.73,525998.63,EUR,US0CE39
LIBOR,0YD8T29T89,BID29T5,MAIULON18,CDLIBOR85,US0CE3929T89,MAIULON18-EUR,Borrower-314,B203,LOAN,EURIBOR,Loans,US0CE3929T89,3/7/2018,,,3/7/2019,1,EUR,Lender-12,,Borrower-314 Inc,Borrower-314 Inc,0.036,0.018,117597.64,587988.21,EUR,US0CE39
COMMITTED,0YD8T29T90,BID29T15,MAIULON134,CDCOMMITTED96,US0CE3929T90,MAIULON134-GB,Borrower-390,B273,LOAN,ZERO_RATE,Loans,US0CE3929T90,1/21/2018,,,1/21/2019,1,GB,Lender-40,,Borrower-390 Inc,Borrower-390 Inc,,0.015,119775.19,598875.97,GB,US0CE39
LIBOR,0YD8T29T91,BID29T26,MAIULON210,CDLIBOR96,US0CE3929T91,MAIULON210-USD,Borrower-417,B223,SBLC,US_SBLC,SBLC_FINANCIAL_20,US0CE3929T91,5/8/2018,,,5/8/2019,1,USD,Lender-15,,Borrower-417 Inc,Borrower-417 Inc,,0.015,108039.46,540197.32,USD,US0CE39
UNCOMMITTED,0YD8T29T92,BID29T3,MAIULON36,CDUNCOMMITTED73,US0CE3929T92,MAIULON36-USD,Borrower-37,B134,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T92,3/16/2018,,,3/16/2019,1,USD,Lender-10,,Borrower-37 Inc,Borrower-37 Inc,,0.023,106298.24,531491.19,USD,US0CE39
TERM,0YD8T29T93,BID29T6,MAIULON429,CDTERM1,US0CE3929T93,MAIULON429-EUR,Borrower-363,B234,LOAN,EURIBOR,Loans,US0CE3929T93,3/28/2018,,,3/28/2019,1,EUR,Lender-21,,Borrower-363 Inc,Borrower-363 Inc,,0.017,109389.83,546949.16,EUR,US0CE39
LIBOR,0YD8T29T94,BID29T11,MAIULON150,CDLIBOR54,US0CE3929T94,MAIULON150-GB,Borrower-468,B108,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_100_DEFAULT,US0CE3929T94,2/15/2018,,,2/15/2019,1,GB,Lender-46,,Borrower-468 Inc,Borrower-468 Inc,0.03,0.017,118229.45,591147.23,GB,US0CE39
TERM,0YD8T29T95,BID29T25,MAIULON119,CDTERM76,US0CE3929T95,MAIULON119-GB,Borrower-120,B232,SBLC,SBLC_PERF,SBLC_FINANCIAL_100_DEFAULT,US0CE3929T95,6/13/2018,,,6/13/2019,1,GB,Lender-30,,Borrower-120 Inc,Borrower-120 Inc,0.095,0.02,115031.88,575159.4,GB,US0CE39
COMMITTED,0YD8T29T96,BID29T19,MAIULON533,CDCOMMITTED54,US0CE3929T96,MAIULON533-GB,Borrower-396,B154,LOAN,BASE_RATE,Loans,US0CE3929T96,2/19/2018,,,2/19/2019,1,GB,Lender-49,,Borrower-396 Inc,Borrower-396 Inc,0.032,0.015,101655.7,508278.5,GB,US0CE39
LIBOR,0YD8T29T97,BID29T12,MAIULON36,CDLIBOR76,US0CE3929T97,MAIULON36-USD,Borrower-253,B178,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE3929T97,4/28/2018,,,4/28/2019,1,USD,Lender-32,,Borrower-253 Inc,Borrower-253 Inc,0.097,0.022,107024.04,535120.2,USD,US0CE39
REVOLVING,0YD8T29T98,BID29T14,MAIULON399,CDREVOLVING66,US0CE3929T98,MAIULON399-EUR,Borrower-420,B138,SBLC,SBLC_PERF,SBLC_FINANCIAL_100_DEFAULT,US0CE3929T98,1/14/2018,,,1/14/2019,1,EUR,Lender-7,,Borrower-420 Inc,Borrower-420 Inc,,0.023,100612.38,503061.89,EUR,US0CE39
COMMITTED,0YD8T29T99,BID29T9,MAIULON373,CDCOMMITTED6,US0CE3929T99,MAIULON373-GB,Borrower-338,B183,SBLC,US_SBLC,SBLC_PERF_20,US0CE3929T99,6/26/2018,,,6/26/2019,1,GB,Lender-22,,Borrower-338 Inc,Borrower-338 Inc,,0.015,108153.83,540769.15,GB,US0CE39
UNCOMMITTED,0YD8T29T100,BID29T6,MAIULON457,CDUNCOMMITTED80,US0CE3929T100,MAIULON457-GB,Borrower-86,B158,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE3929T100,3/11/2018,,,3/11/2019,1,GB,Lender-1,,Borrower-86 Inc,Borrower-86 Inc,,0.025,112997.61,564988.05,GB,US0CE39
LIBOR,0YD8T29T101,BID29T5,MAIULON343,CDLIBOR76,US0CE3929T101,MAIULON343-USD,Borrower-150,B209,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE3929T101,3/3/2018,,,3/3/2019,1,USD,Lender-45,,Borrower-150 Inc,Borrower-150 Inc,0.07,0.015,101966.48,509832.41,USD,US0CE39
UNCOMMITTED,0YD8T29T102,BID29T27,MAIULON189,CDUNCOMMITTED76,US0CE3929T102,MAIULON189-GB,Borrower-64,B254,SBLC,SBLC_FINANCIAL,SBLC_PERF_20,US0CE3929T102,6/4/2018,,,6/4/2019,1,GB,Lender-22,,Borrower-64 Inc,Borrower-64 Inc,0.03,0.017,118094.19,590470.97,GB,US0CE39
REVOLVING,0YD8T29T103,BID29T28,MAIULON175,CDREVOLVING63,US0CE3929T103,MAIULON175-EUR,Borrower-284,B105,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE3929T103,4/27/2018,,,4/27/2019,1,EUR,Lender-35,,Borrower-284 Inc,Borrower-284 Inc,0.04,0.015,114284.04,571420.18,EUR,US0CE39
UNCOMMITTED,0YD8T30T0,BID30T21,MAIULON78,CDUNCOMMITTED35,US0CE1930T0,MAIULON78-USD,Borrower-84,B160,LOAN,LIBOR_SWINGLINE,Loans,US0CE1930T0,4/1/2018,,,4/1/2033,15,USD,Lender-24,,Borrower-84 Inc,Borrower-84 Inc,0.057,0.01,203429.59,1017147.93,USD,US0CE19
LIBOR,0YD8T30T1,BID30T24,MAIULON248,CDLIBOR26,US0CE1930T1,MAIULON248-EUR,Borrower-6,B227,SBLC,US_SBLC,SBLC_FINANCIAL_100_DEFAULT,US0CE1930T1,6/10/2018,,,6/10/2033,15,EUR,Lender-19,,Borrower-6 Inc,Borrower-6 Inc,0.039,0.013,231261.14,1156305.69,EUR,US0CE19
COMMITTED,0YD8T30T2,BID30T6,MAIULON355,CDCOMMITTED39,US0CE1930T2,MAIULON355-USD,Borrower-409,B154,SBLC,SBLC_PERF,SBLC_FINANCIAL_100_DEFAULT,US0CE1930T2,6/15/2018,,,6/15/2033,15,USD,Lender-48,,Borrower-409 Inc,Borrower-409 Inc,0.036,0.015,301772.14,1508860.7,USD,US0CE19
UNCOMMITTED,0YD8T30T3,BID30T28,MAIULON17,CDUNCOMMITTED69,US0CE1930T3,MAIULON17-GB,Borrower-395,B190,LOAN,LIBOR_SWINGLINE,Loans,US0CE1930T3,6/9/2018,,,6/9/2033,15,GB,Lender-44,,Borrower-395 Inc,Borrower-395 Inc,,0.01,243058.25,1215291.24,GB,US0CE19
TERM,0YD8T30T4,BID30T1,MAIULON476,CDTERM27,US0CE1930T4,MAIULON476-EUR,Borrower-125,B265,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE1930T4,5/23/2018,,,5/23/2033,15,EUR,Lender-27,,Borrower-125 Inc,Borrower-125 Inc,,0.013,215574.69,1077873.43,EUR,US0CE19
REVOLVING,0YD8T30T5,BID30T15,MAIULON289,CDREVOLVING98,US0CE1930T5,MAIULON289-USD,Borrower-426,B167,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE1930T5,2/3/2018,,,2/3/2033,15,USD,Lender-12,,Borrower-426 Inc,Borrower-426 Inc,,0.01,239672.02,1198360.08,USD,US0CE19
COMMITTED,0YD8T30T6,BID30T22,MAIULON416,CDCOMMITTED42,US0CE1930T6,MAIULON416-GB,Borrower-481,B230,SBLC,SBLC_PERF,SBLC_FINANCIAL_20,US0CE1930T6,3/14/2018,,,3/14/2033,15,GB,Lender-12,,Borrower-481 Inc,Borrower-481 Inc,,0.01,205718.83,1028594.16,GB,US0CE19
UNCOMMITTED,0YD8T30T7,BID30T5,MAIULON544,CDUNCOMMITTED81,US0CE1930T7,MAIULON544-GB,Borrower-179,B294,LOAN,ZERO_RATE,Loans,US0CE1930T7,4/22/2018,,,4/22/2033,15,GB,Lender-43,,Borrower-179 Inc,Borrower-179 Inc,,0.012,221656.12,1108280.59,GB,US0CE19
COMMITTED,0YD8T30T8,BID30T20,MAIULON91,CDCOMMITTED19,US0CE1930T8,MAIULON91-USD,Borrower-79,B195,SBLC,US_SBLC,SBLC_FINANCIAL_100_DEFAULT,US0CE1930T8,1/1/2018,,,1/1/2033,15,USD,Lender-34,,Borrower-79 Inc,Borrower-79 Inc,0.066,0.01,211098.4,1055492.01,USD,US0CE19
TERM,0YD8T30T9,BID30T24,MAIULON116,CDTERM7,US0CE1930T9,MAIULON116-GB,Borrower-350,B134,LOAN,LIBOR_SWINGLINE,Loans,US0CE1930T9,6/13/2018,,,6/13/2033,15,GB,Lender-20,,Borrower-350 Inc,Borrower-350 Inc,0.084,0.01,372317.06,1861585.29,GB,US0CE19
REVOLVING,0YD8T30T10,BID30T1,MAIULON301,CDREVOLVING42,US0CE1930T10,MAIULON301-EUR,Borrower-362,B158,LOAN,LIBOR_SWINGLINE,Loans,US0CE1930T10,3/15/2018,,,3/15/2033,15,EUR,Lender-35,,Borrower-362 Inc,Borrower-362 Inc,0.03,0.011,287511.51,1437557.57,EUR,US0CE19
REVOLVING,0YD8T30T11,BID30T7,MAIULON391,CDREVOLVING7,US0CE1930T11,MAIULON391-EUR,Borrower-125,B298,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE1930T11,2/16/2018,,,2/16/2033,15,EUR,Lender-44,,Borrower-125 Inc,Borrower-125 Inc,0.057,0.01,213494.36,1067471.8,EUR,US0CE19
COMMITTED,0YD8T30T12,BID30T14,MAIULON61,CDCOMMITTED44,US0CE1930T12,MAIULON61-GB,Borrower-230,B291,LOAN,DISCOUNT_LOAN,Loans,US0CE1930T12,1/24/2018,,,1/24/2033,15,GB,Lender-14,,Borrower-230 Inc,Borrower-230 Inc,0.033,0.01,329286.72,1646433.6,GB,US0CE19
UNCOMMITTED,0YD8T30T13,BID30T13,MAIULON329,CDUNCOMMITTED46,US0CE1930T13,MAIULON329-EUR,Borrower-281,B139,LOAN,DISCOUNT_LOAN,Loans,US0CE1930T13,1/5/2018,,,1/5/2033,15,EUR,Lender-0,,Borrower-281 Inc,Borrower-281 Inc,0.036,0.013,337740.5,1688702.48,EUR,US0CE19
REVOLVING,0YD8T30T14,BID30T26,MAIULON237,CDREVOLVING47,US0CE1930T14,MAIULON237-USD,Borrower-371,B206,SBLC,SBLC_PERF,SBLC_FINANCIAL_20,US0CE1930T14,6/6/2018,,,6/6/2033,15,USD,Lender-46,,Borrower-371 Inc,Borrower-371 Inc,0.03,0.011,282374.51,1411872.54,USD,US0CE19
REVOLVING,0YD8T30T15,BID30T3,MAIULON309,CDREVOLVING51,US0CE1930T15,MAIULON309-USD,Borrower-1,B178,LOAN,FIXED,Loans,US0CE1930T15,5/7/2018,,,5/7/2033,15,USD,Lender-29,,Borrower-1 Inc,Borrower-1 Inc,0.03,0.013,221131.75,1105658.73,USD,US0CE19
UNCOMMITTED,0YD8T30T16,BID30T10,MAIULON535,CDUNCOMMITTED8,US0CE1930T16,MAIULON535-GB,Borrower-10,B146,LOAN,ZERO_RATE,Loans,US0CE1930T16,2/4/2018,,,2/4/2033,15,GB,Lender-34,,Borrower-10 Inc,Borrower-10 Inc,,0.013,216235.36,1081176.82,GB,US0CE19
LIBOR,0YD8T30T17,BID30T21,MAIULON334,CDLIBOR50,US0CE1930T17,MAIULON334-EUR,Borrower-63,B152,SBLC,SBLC_PERF,SBLC_PERF_20,US0CE1930T17,6/17/2018,,,6/17/2033,15,EUR,Lender-37,,Borrower-63 Inc,Borrower-63 Inc,,0.011,264341.29,1321706.44,EUR,US0CE19
TERM,0YD8T30T18,BID30T12,MAIULON467,CDTERM7,US0CE1930T18,MAIULON467-USD,Borrower-47,B154,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE1930T18,5/19/2018,,,5/19/2033,15,USD,Lender-2,,Borrower-47 Inc,Borrower-47 Inc,,0.01,208855.67,1044278.37,USD,US0CE19
LIBOR,0YD8T30T19,BID30T10,MAIULON234,CDLIBOR86,US0CE1930T19,MAIULON234-EUR,Borrower-9,B138,LOAN,LIBOR,Loans,US0CE1930T19,2/15/2018,,,2/15/2033,15,EUR,Lender-33,,Borrower-9 Inc,Borrower-9 Inc,,0.01,230405.72,1152028.62,EUR,US0CE19
COMMITTED,0YD8T30T20,BID30T26,MAIULON411,CDCOMMITTED45,US0CE1930T20,MAIULON411-USD,Borrower-61,B271,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE1930T20,3/27/2018,,,3/27/2033,15,USD,Lender-4,,Borrower-61 Inc,Borrower-61 Inc,,0.01,249022.71,1245113.54,USD,US0CE19
TERM,0YD8T30T21,BID30T5,MAIULON31,CDTERM26,US0CE1930T21,MAIULON31-GB,Borrower-187,B182,LOAN,EURIBOR,Loans,US0CE1930T21,5/19/2018,,,5/19/2033,15,GB,Lender-38,,Borrower-187 Inc,Borrower-187 Inc,,0.01,229616.33,1148081.67,GB,US0CE19
TERM,0YD8T30T22,BID30T3,MAIULON255,CDTERM0,US0CE1930T22,MAIULON255-EUR,Borrower-457,B106,SBLC,US_SBLC,SBLC_FINANCIAL_100_DEFAULT,US0CE1930T22,1/26/2018,,,1/26/2033,15,EUR,Lender-43,,Borrower-457 Inc,Borrower-457 Inc,0.032,0.015,252089.94,1260449.68,EUR,US0CE19
COMMITTED,0YD8T30T23,BID30T9,MAIULON433,CDCOMMITTED75,US0CE1930T23,MAIULON433-GB,Borrower-397,B165,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE1930T23,6/24/2018,,,6/24/2033,15,GB,Lender-24,,Borrower-397 Inc,Borrower-397 Inc,0.049,0.01,369666.26,1848331.31,GB,US0CE19
REVOLVING,0YD8T30T24,BID30T5,MAIULON326,CDREVOLVING65,US0CE1930T24,MAIULON326-EUR,Borrower-162,B294,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE1930T24,6/14/2018,,,6/14/2033,15,EUR,Lender-35,,Borrower-162 Inc,Borrower-162 Inc,0.035,0.01,220963.92,1104819.62,EUR,US0CE19
LIBOR,0YD8T30T25,BID30T0,MAIULON61,CDLIBOR18,US0CE1930T25,MAIULON61-GB,Borrower-264,B112,SBLC,SBLC_PERF,SBLC_PERF_20,US0CE1930T25,3/14/2018,,,3/14/2033,15,GB,Lender-20,,Borrower-264 Inc,Borrower-264 Inc,0.052,0.016,258384.94,1291924.69,GB,US0CE19
